course_id,course_gpa,valid_sections,total_graded,title,description,department
CBEMS140A,3.223076923076923,8.0,260.0,Chemical Engineering Laboratory I,"Experimental study of thermodynamics, fluid mechanics, and heat and mass transfer. Operation and evaluation of process equipment, data analysis.  Materials fee.",CBEMS
CBEMS140B,3.201550387596899,8.0,258.0,Chemical Engineering Laboratory II,"Continuation of the CBEMS 140A covering mass transfer operations such as distillation, absorption, extraction, etc. Rate and equilibria studies in simple chemical systems with and without reaction. Study of chemical process. Materials fee.",CBEMS
CBEMS141,3.086206896551724,4.0,174.0,Nano-Scale Materials and Applications,"Overview of the chemistry, physics, and applications of nanometer-scale materials. Explore the effects of composition, bonding, and confinement on physical properties of nanomaterials, their chemical syntheses, and their device physics in electronic, optoelectronic, and energy technologies.",CBEMS
CBEMS149A,3.4680232558139537,5.0,344.0,Chemical Engineering Design I,Introduction to process design; flow sheets for chemical processes; synthesis of multicomponent separation sequences and reaction paths; synthesis of heat exchange networks; computer-aided design and simulation of processes and components pacts.,CBEMS
CBEMS149B,3.647761194029851,5.0,335.0,Chemical Engineering Design II,"Application of chemical engineering basics to practical design problems; process economics; process safety; environmental impacts; a major team design project with progress reports, oral presentation, and technical report with engineering drawings and economics.",CBEMS
CBEMS154,2.8553459119496853,3.0,159.0,Polymer Science and Engineering,"An introduction to physical aspects of polymers, including configuration and conformation of polymer chains and characterization techniques; crystallinity, viscoelasticity, mechanical properties, polymer alloys, processing, and application.",CBEMS
CBEMS155,3.1161137440758293,8.0,422.0,Mechanical Behavior and Design Principles,"Principles governing structure and mechanical behavior of materials, relationship relating microstructure and mechanical response with application to elasticity, plasticity, yielding, necking, creep, and fracture of materials. Introduction to experimental techniques to characterize the properties of materials. Design parameters.",CBEMS
CBEMS160,3.090909090909091,5.0,132.0,Advanced Lab in Synthesis of Materials,"Synthesis and characterization of organic and inorganic materials including polymers and oxides. Techniques include electron and scanning probe microscopy, gel permeation chromatography, X-ray diffraction, porosimetry, and thermal analysis. Materials fee.",CBEMS
CBEMS164,3.3576642335766422,4.0,137.0,"X-ray Diffraction, Electron Microscopy, and Microanalysis",Material characterization using X-ray diffraction and scanning electron microscopy (SEM). Topics include X-ray diffraction and analysis; SEM imaging and microanalysis. Materials fee.,CBEMS
CBEMS165,3.090909090909091,5.0,286.0,Materials Kinetics and Phase Transformations,"Treatment of the kinetics of solid-state reactions and reactions at interfaces. Thermodynamics and kinetics of phase transformations, including solidification processes, diffusional and diffusionless phase transformations.",CBEMS
CBEMS169,2.935960591133005,5.0,406.0,Electronic and Optical Properties in Materials,"Covers the electronic, optical, and dielectric properties of crystalline and amorphous materials to provide a foundation of the underlying physical principles governing the properties of existing and emerging electronic and photonic materials.",CBEMS
CBEMS175,3.208480565371025,6.0,566.0,Design Failure Investigation,"Survey of mechanisms by which devices fail, including overload, fatigue, corrosion, and wear. Use of fractography and other evidence to interpret failure modes and specify design/manufacturing changes. Students redesign failed parts or structures based on actual parts and/or case histories.",CBEMS
CBEMS189C,3.7244897959183674,3.0,98.0,Senior Design Project III,"Group supervised senior design projects that deal with materials selection in engineering design and that involve case studies in ethics, safety, design, failure modes, new products, and patents. Activities conclude with a presentation of the projects. Materials fee.",CBEMS
CBEMS195,3.099378881987578,6.0,161.0,Special Topics in Chemical Engineering and Materials Science,Studies in selected areas of Chemical Engineering and Materials Science. Topics addressed vary each quarter.,CBEMS
CBEMS45A,2.3878676470588234,5.0,544.0,Chemical Processing and Materials Balances,"Introduction to chemical engineering and the industries where chemical engineers play vital roles. Problem-solving skills and techniques. Quantitative calculations and applications using mass and energy balances. Stoichiometric equations, multiple bypasses, and others in process industries.",CBEMS
CBEMS45B,2.9860788863109047,5.0,431.0,Chemical Processing and Energy Balances,"Principles of thermodynamics: definitions, basic concepts, and laws; property relationships; construction of thermodynamic charts and tables; energy balances; phase and chemical equilibria; combined mass and energy balances.",CBEMS
CBEMS45C,2.6211699164345403,4.0,359.0,Chemical Engineering Thermodynamics,"Elements of chemical engineering thermodynamics, including equilibrium and stability; equations of state; generalized correlations of properties of materials; properties of ideal and non-ideal mixtures; thermodynamics of real solutions; ideal and non-ideal phase equilibria; chemical equilibria for ideal and non-ideal solutions.",CBEMS
CBEMS65A,3.152173913043478,3.0,92.0,Thermodynamics of Materials,Treatment of the laws of thermodynamics and their application in understanding properties and equilibrium states of engineering materials. Develops relationships pertaining to multiphase equilibrium and presents graphical constructions for interpretation of phase diagrams. Statistical thermodynamics in relation to materials phenomena.,CBEMS
CBEMS65B,2.883720930232558,3.0,86.0,Diffusion in Materials,Mass transfer in solids. Models of diffusion and the treatment of steady-state and non-steady state diffusion phenomena and ion-migration. Mechanisms controlling kinetics of diffusion and the role of material structure and point defects. Diffusion in binary systems and Kirkendall effect.,CBEMS
CHC/LAT101,3.36,11.0,250.0,Research in the Latino Community,"Students engage in firsthand research in the local Orange County environment. Students identify a research problem, conduct a literature review, develop questions and/or hypotheses, appropriate methods, and write a proposal.",CHC/LAT
CHC/LAT102W,3.429718875502008,11.0,249.0,Chicano/Latino Research Seminar,"Taught as a writing and research seminar in Chicano/Latino Studies. Student develops own project; engages in peer editing; drafts, writes, and presents paper at Spring research conference. Prior course work in Chicano/Latino Studies helpful, i.e., CHC/LAT 61, 62, 63.",CHC/LAT
CHC/LAT110,3.5,9.0,226.0,Topics in Chicano Literature and Culture,Studies in selected areas of Chicano/Latino Studies. Topics addressed vary each quarter. Taught in English.,CHC/LAT
CHC/LAT120,3.7339449541284404,3.0,109.0,Peoples and Cultures of Latin America,"Surveys the prehistory of Latin America and its indigenous cultures, emphasizing the impact of colonial rule, capitalism, and 20th-century transformations. Emphasis on communities from several countries. In some years, emphasis on comparisons between the Latin American and Caribbean experiences.",CHC/LAT
CHC/LAT129,3.441666666666667,8.0,240.0,"Special Topics in Literature, Arts, Media, Culture",Studies in selected areas of Chicano/Latino Studies. Topics addressed vary each quarter.,CHC/LAT
CHC/LAT131,3.674698795180723,3.0,83.0,"Histories of Chicana/o/x and Latina/o/x Struggles for Civil Rights, 1960-1980","Provides students with an opportunity to learn more about the historical, political, and social underpinnings that oriented the civil rights struggles of mid-to-late 20th-century Chicana/o/x and Latina/o/x activists.",CHC/LAT
CHC/LAT132B,3.2777777777777777,3.0,72.0,Chicana/Chicano History: Twentieth Century,"Examines social history of the Southwest with emphasis on Mexican-origin people. Discusses major questions, theory and research methods pertinent to Chicana/Chicano history. Themes explored include: immigration, xenophobia, class struggle, leadership, generational cohorts, unionization, education, barrioization, ethnicity, patriarchy, sexuality.",CHC/LAT
CHC/LAT134,3.5714285714285716,3.0,56.0,U.S. Latino Literature and Cultures,"Focuses on aspects of literature, art, cultural production, and history of the multifaceted Latino cultures that have developed within the United States. Focuses on one group, such as Caribbean Americans, Chicanos, Central Americans, or a comparative perspective of several groups.",CHC/LAT
CHC/LAT135,3.4714285714285715,3.0,70.0,Latinas in the Twentieth Century U.S.,"Latinas in the U.S. from 1900 to present, offering a diversity of their cultures, regional histories, sexualities, generations, and classes.",CHC/LAT
CHC/LAT139,3.48068669527897,10.0,233.0,Special Topics in Chicano/Latino History,Studies in selected areas of Chicano/Latino History. Topics addressed vary each quarter.,CHC/LAT
CHC/LAT146,3.9649122807017543,3.0,57.0,Latinx Racial Formations,"Students explore the meanings attributed to Latina/o/x racial identities over time; the political, economic, and social structures that have shaped those identities; and their impact on Latinx self-concepts, interpersonal/intra-community relations, and life chances.",CHC/LAT
CHC/LAT148,3.5254237288135593,7.0,177.0,Racial and Ethnic Relations in the United States,"Examines central questions and issues in the field of race and ethnicity; the emergence, maintenance, and consequences of the ethnic and racial stratification system in the United States; the future of racial and ethnic relations; and relevant public policy issues.",CHC/LAT
CHC/LAT151B,3.108108108108108,4.0,74.0,Revolution in Latin America,"Presents a comparative analysis of the causes, development, and consequences of selected revolutionary movements, focusing on outbreaks in Mexico, Bolivia, Cuba, Chile, Nicaragua, and Grenada. Explores topics of state formation, economic nationalism, social justice, ethnicity, and role of international affairs.",CHC/LAT
CHC/LAT154,3.510869565217391,7.0,184.0,Latino Metropolis,"Explores the processes of Latino urbanization in the United States and the spatialization of Latino identities, particularly in the context of Southern California with selected comparisons drawing from other cities.",CHC/LAT
CHC/LAT156W,3.525714285714286,5.0,175.0,Chicano/Latinos and Labor,"Explores theories that explain the occupational pathways and workplace experiences of Latinos in various work sectors. Investigates jobs such as migrant labor, child street vendors, Latina/Latino professionals, and Latinos migrating to the U.S. South that work in poultry processing plants.",CHC/LAT
CHC/LAT157,3.185185185185185,3.0,54.0,Cuban Society and Revolution,"Explores the causes, development, and legacy of the 1959 Revolution. Themes include economic dependency, democracy, race, gender, culture, and the always volatile relations between Cuba and the United States.",CHC/LAT
CHC/LAT158,3.414746543778802,5.0,217.0,Feminisms of Color,Surveys the development of Chicana feminist thought and practice. Focuses on historical contemporary writings by and about Chicana feminists. Draws from interdisciplinary scholarship in order to survey the diversity of Chicana feminisms.,CHC/LAT
CHC/LAT159,3.5436241610738257,4.0,149.0,"Special Topics in Society, Labor, Politics, Law, Gender, Race, Ethnicity",Studies in selected areas of Chicano/Latino Studies. Topics addressed vary each quarter.,CHC/LAT
CHC/LAT166,3.6575342465753424,4.0,146.0,Chicano Movement,"Explores the history of Mexicans in the U.S. with particular attention paid to their integration into the U.S. capitalist economy. Examines this economic history and the Chicano movement, ""El Movimiento,"" within the wide context of socio-economic change.",CHC/LAT
CHC/LAT169,3.364341085271318,15.0,387.0,"Special Topics in Globalization, Transnationalism, Immigration, U.S.-Mexico Border",Studies in selected areas of Chicano/Latino Studies. Topics addressed vary each quarter.,CHC/LAT
CHC/LAT170,3.1733333333333333,4.0,75.0,Chicano/Latino Families,"Introduction to the research, literature, and issues surrounding the topic of Chicano/Latino families including cultural history, contemporary issues, organization of family, traditions, lifestyles, values, beliefs, generational differences, gender issues, ethnic identity, evolution of demographic patterns, current economic and political standings.",CHC/LAT
CHC/LAT176,3.5320197044334973,10.0,406.0,"Race, Gender, and Science","Perfect for pre-health, science, and social science majors wanting to appreciate how science and society interact. Race and gender as biological and socio-cultural constructs are examined. Questions explored: What is disease? What is science? What are social and biological differences?",CHC/LAT
CHC/LAT178A,3.5255474452554743,6.0,137.0,Medical Anthropology,"Introduces students to cross-cultural perspectives and critical theories in anthropological studies of medicine. Special attention is given to diverse ways of understanding bodies, illnesses, and therapeutic practices in our changing world.",CHC/LAT
CHC/LAT183,3.827648114901257,18.0,557.0,Multicultural Education in K-12 Schools,Provides a theoretical and empirical overview of educational issues affecting low-income immigrant and U.S. born minority student populations in an increasingly diverse and changing society.,CHC/LAT
CHEM100,3.4305555555555554,4.0,72.0,Special Topics in Chemistry,Devoted to current topics in the advanced fields of chemical sciences. Topics addressed vary each quarter.,CHEM
CHEM101W,3.1646706586826348,13.0,334.0,Writing in Chemical Sciences,"Students receive guidance on preparing research papers, proposals, reports, and other forms of scientific writing in chemistry-related fields, on effectively searching for and using chemical information, and on communicating data in poster and platform presentations.",CHEM
CHEM107,2.91146149181322,12.0,1649.0,Inorganic Chemistry,"Introduction to modern inorganic chemistry. Principles of structure, bonding, and chemical reactivity with application to compounds of the main group and transition elements, including organometallic chemistry.",CHEM
CHEM125,3.0,13.0,770.0,Advanced Organic Chemistry,"Rapid-paced comprehensive treatment of organic chemistry. Focuses on molecular structure, reactivity, stability, scope and mechanisms of organic reactions. Topics include: structure and bonding; theoretical organic chemistry; acidity and basicity; reactive intermediates; pericyclic reactions; stereochemistry; organic synthesis; natural products; organic photochemistry.",CHEM
CHEM127,3.1833910034602075,13.0,578.0,Inorganic Chemistry II,"Advanced treatment of selected fundamental topics in inorganic chemistry, building on material presented in Chemistry 107. Molecular symmetry with applications to electronic structure and spectroscopy. Reaction kinetics and mechanisms; inorganic synthesis and catalysis; bioinorganic chemistry.",CHEM
CHEM128,3.40261739799846,16.0,1299.0,Introduction to Chemical Biology,"Introduction to the basic principles of chemical biology: structures and reactivity; chemical mechanisms of enzyme catalysis; chemistry of signalling, biosynthesis, and metabolic pathways.",CHEM
CHEM131A,2.3215434083601285,3.0,622.0,Quantum Principles,Principles of quantum chemistry with applications to nuclear motions and the electronic structure of the hydrogen atom.,CHEM
CHEM131B,2.756317689530686,3.0,554.0,Molecular Structure and Elementary Statistical Mechanics,"Principles of quantum mechanics with application to the elements of atomic structure and energy levels, diatomic molecular spectroscopy and structure determination, and chemical bonding in simple molecules.",CHEM
CHEM131C,3.356707317073171,3.0,328.0,Thermodynamics and Chemical Dynamics,"Energy, entropy, and the thermodynamic potentials.  Chemical equilibrium. Chemical kinetics.",CHEM
CHEM132A,2.9317073170731707,9.0,1230.0,"Chemical Thermodynamics, Kinetics, and Dynamics","Energy, entropy, and the thermodynamic potentials. Chemical equilibrium. Chemical kinetics.",CHEM
CHEM132B,2.800147492625369,11.0,1356.0,"Quantum Principles, Spectroscopy, and Bonding","Principles of quantum chemistry with applications to the elements of atomic structure, energy levels, and spectroscopy.",CHEM
CHEM132C,2.665526090675791,10.0,1169.0,Molecular Structure and Elementary Statistical Mechanics,"Principles of quantum mechanics with applications to molecular spectroscopy and structure determination, and chemical bonding in simple molecules. Elements of statistical mechanics.",CHEM
CHEM133,2.7955974842767297,10.0,318.0,Nuclear and Radiochemistry,"Advanced treatment of nuclear structure, nuclear reactions, and radioactive-decay processes. Introduction to nuclear activation analysis, isotope effects, radiation chemistry, hot-atom chemistry, nuclear age-dating methods, nuclear reactors, and nuclear power.",CHEM
CHEM141,3.1272189349112427,10.0,338.0,Environmental Chemistry,"Processes that control the fate of chemicals in the environment. Chemistry of the atmosphere, hydrosphere, and soils, especially as it pertains to pollutants.",CHEM
CHEM152,3.2989690721649483,12.0,485.0,Advanced Analytical Chemistry,"In-depth treatment of modern instrumental methods for quantitative analysis of real samples and basic principles of instrument design. Laboratory experiments using spectroscopic, chromatographic, mass spectrometric, and other instrumental methods. Materials Fee",CHEM
CHEM153,3.0675675675675675,7.0,148.0,Physical Chemistry Laboratory,"Introduction to the modern experimental approaches and software tools used in spectroscopy, kinetics, electrochemistry, and other physical chemistry experiments. Basics of interfacing with instruments using LabView. Materials Fee",CHEM
CHEM156,3.0721311475409836,9.0,305.0,Advanced Laboratory in Chemistry and Synthesis of Materials,"Modern synthesis and characterization of organic and inorganic materials including polymers, nanomaterials, and biomaterials. State-of-the-art characterization techniques include gel permeation chromatography, dynamic light scattering, thermal analysis, mechanical analysis, electron and scanning probe microscopy, X-ray diffraction, and porosimetry. Materials Fee",CHEM
CHEM160,3.546351084812623,10.0,507.0,Organic Synthesis Laboratory,"Modern experimental techniques in organic synthesis including experience with thin-layer chromatography, liquid chromatography, and gas chromatography. Modern methods of structure elucidation including FT NMR are employed in the characterization of products. Materials Fee",CHEM
CHEM177,2.763934426229508,11.0,305.0,Medicinal Chemistry,"An introduction of the basics of drug activity and mechanisms. Strategies used to identify lead compounds such as natural product chemistry, combinatorial chemistry, molecular modeling, and high-through put screening. Relationship of molecular structure to pharmacological activity.",CHEM
CHEM193,3.8313253012048194,5.0,83.0,Research Methods,"Explores tools of inquiry for developing and implementing science research projects. Students undertake independent projects requiring data collection, analysis, and modeling, and the organization and presentation of results. Additional topics include ethical issues and role of scientific literature.",CHEM
CHEM1A,2.6030796980426216,95.0,29938.0,General Chemistry,"General chemistry with applications to life sciences, physical sciences, and engineering. Atomic structure; general properties of the elements; covalent, ionic, and metallic bonding; mass relationships.",CHEM
CHEM1B,2.705039333281408,85.0,25678.0,General Chemistry,"General chemistry with applications to life sciences, physical sciences, and engineering. Properties of gases, liquids, solids; intermolecular forces; changes of state; properties of solutions; stoichiometry; thermochemistry; and thermodynamics.",CHEM
CHEM1C,2.6322174587248015,76.0,21926.0,General Chemistry ,"General chemistry with applications to life sciences, physical sciences, and engineering. Equilibria, aqueous acid-base equilibria, solubility equilibria, oxidation reduction reactions, electrochemistry; kinetics; special topics.",CHEM
CHEM1LC,3.0812276325778116,792.0,18442.0,General Chemistry Laboratory,Training and experience in basic laboratory techniques. Chemical practice and principles illustrated through experiments related to lecture topics of CHEM 1A-B-C. Materials Fee,CHEM
CHEM1LD,3.185625,690.0,16000.0,General Chemistry Laboratory,Training and experience in basic laboratory techniques. Chemical practice and principles illustrated through experiments related to lecture topics in CHEM 1A-B-C. Materials Fee,CHEM
CHEM1LE,3.0335807705903144,133.0,2829.0,Accelerated General Chemistry Lab,"Lecture and experiments covering chemical concepts for accelerated students who do not plan to take organic chemistry. Properties of gases, liquids, solutions, and solids; chemical equilibrium and chemical thermodynamics; atomic and molecular structure; chemical kinetics; electrochemistry. Materials Fee",CHEM
CHEM1P,2.505276225946617,10.0,1611.0,Preparation for General Chemistry ,"Units of measurement, dimensional analysis, significant figures; elementary concepts of volume, mass, force, pressure, energy, density, temperature, heat, work; fundamentals of atomic and molecular structure; the mole concept, stoichiometry; properties of the states of matter; gas laws; solutions concentrations.",CHEM
CHINESE100A,3.6357615894039736,8.0,151.0,Classical Chinese,Introduction to classical Chinese grammar and vocabulary with emphasis on reading basic texts.,CHINESE
CHINESE100B,3.5223880597014925,4.0,67.0,Classical Chinese,Introduction to classical Chinese grammar and vocabulary with emphasis on reading basic texts.,CHINESE
CHINESE115,3.474006116207951,12.0,327.0,Topics in Chinese Literature: Advanced Texts,"Designed for students with near-fluency in reading Chinese. Readings may include both literary and philosophical work by important writers, but the emphasis is on literary texts and writings that interpret those texts.",CHINESE
CHINESE1A,3.5425531914893615,20.0,376.0,Fundamental Mandarin Chinese,"Natural approach emphasizing four fundamental skills: listening, speaking, reading and writing. Specifically designed for students with no previous experience in any dialect of Chinese. Conducted in Mandarin Chinese using the Pinyin system of Romanization, traditional and simplified Chinese characters.",CHINESE
CHINESE1B,3.5217391304347827,16.0,299.0,Fundamental Mandarin Chinese,"Natural approach emphasizing four fundamental skills: listening, speaking, reading and writing. Specifically designed for students with no previous experience in any dialect of Chinese. Conducted in Mandarin Chinese using the Pinyin system of Romanization, traditional and simplified Chinese characters.",CHINESE
CHINESE1C,3.4981949458483754,15.0,277.0,Fundamental Mandarin Chinese,"Natural approach emphasizing four fundamental skills: listening, speaking, reading and writing. Specifically designed for students with no previous experience in any dialect of Chinese. Conducted in Mandarin Chinese using the Pinyin system of Romanization, traditional and simplified Chinese characters.",CHINESE
CHINESE1MA,3.4193548387096775,4.0,62.0,Fundamentals of Mandarin Chinese - Mandarin Background Track,"Natural approach emphasizing four fundamental skills: listening, speaking, reading and writing. Specifically designed for students with previous background in Mandarin Chinese. Conducted in Mandarin Chinese using the Pinyin system of Romanization, traditional and simplified Chinese characters.",CHINESE
CHINESE1MB,3.5033112582781456,8.0,151.0,Fundamentals of Mandarin Chinese - Mandarin Background Track,"Natural approach emphasizing four fundamental skills: listening, speaking, reading and writing. Specifically designed for students with previous background in Mandarin Chinese. Conducted in Mandarin Chinese using the Pinyin system of Romanization, traditional and simplified Chinese characters.",CHINESE
CHINESE1MC,3.5384615384615383,8.0,156.0,Fundamentals of Mandarin Chinese - Mandarin Background Track,"Natural approach emphasizing four fundamental skills: listening, speaking, reading and writing. Specifically designed for students with previous background in Mandarin Chinese. Conducted in Mandarin Chinese using the Pinyin system of Romanization, traditional and simplified Chinese characters.",CHINESE
CHINESE2A,3.4363636363636365,9.0,165.0,Intermediate Mandarin Chinese,"Both authentic and pedagogically-prepared materials are used to further develop students' ability to communicate in culturally, socially, and linguistically appropriate manners. Taught in Chinese using Pinyin romanization system and both traditional and simplified forms of Chinese.",CHINESE
CHINESE2B,3.5657894736842106,8.0,152.0,Intermediate Mandarin Chinese,"Both authentic and pedagogically-prepared materials are used to further develop students' ability to communicate in culturally, socially, and linguistically appropriate manners. Taught in Chinese using Pinyin romanization system and both traditional and simplified forms of Chinese.",CHINESE
CHINESE2C,3.4232804232804233,9.0,189.0,Intermediate Mandarin Chinese,"Both authentic and pedagogically-prepared materials are used to further develop students' ability to communicate in culturally, socially, and linguistically appropriate manners. Taught in Chinese using Pinyin romanization system and both traditional and simplified forms of Chinese.",CHINESE
CHINESE40,3.6818181818181817,5.0,88.0,Topics in Professional Chinese,Designed for students with native or near native fluency in Chinese. Develops students’ language learning to professional levels with cultural and contextual knowledge and with formal communication and presentation skills.,CHINESE
CLASSIC10,3.8152866242038215,6.0,157.0,Medical Terminology,"A study of English terms derived from Greek and Latin that are important to contemporary medicine, science, and other professions. Emphasis on development of word-building skills. No prior knowledge of Greek or Latin required.",CLASSIC
CLASSIC150,3.4842105263157896,4.0,95.0,Classical Mythology,"Selected myths and legends as used in Classical literature, and their modern interpretations.",CLASSIC
CLASSIC160,3.5514018691588785,5.0,107.0,Topics in Classical Literature in English Translation,Studies in selected areas of Classical literature. Topics addressed vary each quarter.,CLASSIC
CLASSIC160W,3.4347826086956523,4.0,69.0,Topics in Classical Literature in English Translation,Studies in selected areas of Classical literature. Topics addressed vary each quarter.,CLASSIC
CLASSIC170,3.506849315068493,8.0,146.0,Topics in Classical Civilization,Studies in selected areas of Classical civilization. Topics addressed vary each quarter.,CLASSIC
CLASSIC36A,3.5238095238095237,7.0,315.0,The Formation of Ancient Greek Society: Early Greece,"A survey of ancient Greek civilization from its origins in the Bronze Age to the mid-Archaic period. Examines political and social history, as well as literature, art, religion, and archaeological remains.",CLASSIC
CLASSIC36B,3.485530546623794,12.0,1244.0,The Formation of Ancient Greek Society: Late Archaic and Classical Greece,"A survey of ancient Greek civilization from the Late Archaic period to the Classical period. Focuses on major institutions and cultural phenomena as seen through the study of ancient Greek literature, history, archaeology, and religion.",CLASSIC
CLASSIC36C,3.3146473779385173,7.0,553.0,The Formation of Ancient Greek Society: Fourth-Century and Hellenistic Greece,"A survey of ancient Greek civilization from the fourth century BCE through to the Hellenistic period. Focuses on major institutions and cultural phenomena as seen through the study of ancient Greek literature, history, archaeology, and religion.",CLASSIC
CLASSIC37A,3.1982475355969333,11.0,913.0,The Formation of Ancient Roman Society: Origins to Roman Republic,"A survey of the development of Roman civilization from its eighth century BCE beginnings to the civil wars of the first century BCE. Examines political and social history, as well as literature, art, architecture, and religion.",CLASSIC
CLASSIC37B,3.2222222222222223,6.0,603.0,The Formation of Ancient Roman Society: Roman Empire,"A survey of Roman civilization from Augustus’s consolidation of power following the civil wars of the first century BCE to the crisis of the third century CE. Includes social history, literature, art, architecture, and religion.",CLASSIC
CLASSIC37C,3.142857142857143,5.0,469.0,The Formation of Ancient Roman Society: The Fall of Rome,"A survey of Roman civilization from the crisis of the third century CE to the so-called “fall of Rome” in 476 CE. Examines political and social history, as well as literature, art, architecture, and religion.",CLASSIC
CLASSIC45A,3.372793053545586,33.0,3455.0,Classical Mythology: The Gods,An overview of the main myths of the gods of the ancient Greeks and Romans and their influence in contemporary and later literature and art. Includes readings from both ancient and modern sources.,CLASSIC
CLASSIC45B,3.4018812844631854,26.0,3083.0,Classical Mythology: The Heroes,An overview of the main myths of the heroes of the ancient Greeks and Romans and their influence in contemporary and later literature and art. Includes readings from both ancient and modern sources.,CLASSIC
CLASSIC45C,3.426824124841839,11.0,2371.0,Classical Mythology: Ancient and Modern Perspectives of Classical Mythology,"Detailed examination of key Greek and Roman myths, their interpretations, and the influence they have exerted on literature, art, and popular culture in subsequent periods.",CLASSIC
COGS106,3.7964601769911503,3.0,113.0,Computational Lab Skills,"Teaches programming tools, skills, and conventions for collaborative work in computational cognitive science. Topics covered include program structure, version control, random number generation, plotting, basic model fitting, and numerical optimization methods.",COGS
COGS107,3.4964028776978417,4.0,139.0,Cognitive Modeling,"Cognitive process models analyzed using computational Bayesian methods. Formal statistical specification of models, parameter estimation, model evaluation, and research applications. Covers multinomial process trees, signal detection theory, Thurstone ranking models, item-response theory, decision models, and reaction time models.",COGS
COGS108,3.7358490566037736,4.0,159.0,Neural Analytics,"Introduces the theoretical foundations and practical applications of neural data analysis. Topics include models of neural signals, neural time series analysis, and machine learning applications in cognitive neuroscience.",COGS
COGS109,3.703448275862069,8.0,290.0,Cognitive Sciences Research Seminar,Read and discuss examples of the primary research leading to the concepts covered in Psychology Fundamentals. Focuses on how this research is conducted and how inferences from it are drawn.,COGS
COGS10A,3.3034300791556728,4.0,379.0,Exploratory Data Analysis,"Learn multiple ways of visualizing data, of transforming data, looking for consistencies and patterns in data, and interpreting these patterns to reach conclusions. Serves as first introduction to computer programming using the R language.",COGS
COGS10B,3.629787234042553,3.0,235.0,Probability and Inference,"An introduction to probability and statistics. Emphasis on thorough understanding of the probabilistic and logical basis of formal statistical inference, and the concept of statistical evidence. Applications in R.",COGS
COGS10C,3.4743589743589745,4.0,234.0,Statistical Models,"Students learn about standard procedures in statistics for the social sciences, with a focus on linear models for discovering the underlying structure in data. Applications in R.",COGS
COGS110,3.3793103448275863,3.0,58.0,Quantitative Methods for Cognitive Sciences Research,"Basics of quantitative methods used in cognitive sciences research focusing on linear algebra, Fourier analysis, multivariate statistics, and signal detection theory. Examples drawn from models and methods used in cognitive sciences research with practical examples.",COGS
COGS112LM,3.55,4.0,160.0,Research Methods in Psychology Laboratory,Required laboratory section and co-requisite for COGS 112M.,COGS
COGS112R,3.515151515151515,3.0,132.0,Cognitive Robotics,"Introduces concepts on experimental design, embodiment, robot construction, and computer programming. Concepts of embodied intelligence and case studies of cognitive robotics are covered in lecture. Simple robots are constructed and programmed to carry out different behavioral experiments in lab.",COGS
COGS140J,3.609090909090909,3.0,220.0,Judgment and Decision Making,"The psychology of human decision making. Theories, models, experiments, and data that inform how people make choices, judgments, and other decisions. Topics include optimality and bias, mental simulation, learning and feedback, expertise, emotional effects, and group decision making.",COGS
COGS14P,3.394088669950739,8.0,406.0,Scientific Python for Research,"Introduces Python for data analysis and modeling encountered in cognitive science and neuroscience. Topics include data structures, execution control, graphic visualization, and interaction with sound and display interfaces. Application in statistical analysis, model simulation, and stimulus presentation and experimental control.",COGS
COGS189,3.727272727272727,3.0,88.0,Special Topics in Upper-Division Cognitive Sciences,Studies in selected areas of cognitive science at the upper-division level. Topics addressed vary each quarter.,COGS
COMLIT10,3.4722433460076045,31.0,1315.0,Topics in World Literature,Introduction to texts from across the globe and from different historical periods. Readings in English and English translation.,COM LIT
COMLIT102W,3.5708661417322833,14.0,254.0,Comparative Studies in Literature and Theory,In-depth discussion of special topics.,COM LIT
COMLIT105,3.4903846153846154,5.0,104.0,Topics in Comparative Multiculturalism,"Treats the literatures and cultures of one or more minority groups in California and the United States, including African Americans, Asian Americans, Chicano/Latinos, and Native Americans, and their relations to other national literatures.",COM LIT
COMLIT131,3.4444444444444446,3.0,63.0,Psychoanalysis and Culture,Discusses major psychoanalytic writings of Freud and others in connection with questions of culture.,COM LIT
COMLIT132,3.550387596899225,7.0,129.0,"Discourse, Ideologies, and Politics","Compares ideologies and systems, e.g., nationalism and fundamentalism, as they affect literature and culture in a global context.",COM LIT
COMLIT140,3.5681818181818183,6.0,132.0,Critical Cultural Studies,"Introduces a variety of ways of understanding cultural phenomena in relation to different power structures. These cultural phenomena may include comics, film, literature, sports, music, festivals, telling stories, or eating out.",COM LIT
COMLIT143,3.3469387755102042,3.0,49.0,"Literature, Arts, and Media","Explores literature and other arts and media in a global context. May include film and electronic media, fine arts, oral cultures, architecture, in an international framework.",COM LIT
COMLIT144,3.5535714285714284,3.0,56.0,"Literature, History, and Society","Explores the relationship between literary texts and their historical and social contexts in an international framework. Courses may address, for example, literary and cultural expressions in social revolutions or the way literary texts talk back to medicine, religion, and anthropology.",COM LIT
COMLIT150,3.126315789473684,5.0,95.0,Literature in Translation,The study of literary works in one or more genres in English translation. May be a comparative study of works from several different original languages or a concentration on works from a single cultural/linguistic tradition.,COM LIT
COMLIT160,3.4086021505376345,5.0,93.0,World Cinema ,Comparative analysis of contemporary film in languages other than English.,COM LIT
