course_id,course_gpa,valid_sections,total_graded,title,description,department,difficulty_score,difficulty_tier
PSYCH160A,3.253019707565162,17.0,1573.0,Introduction to Cognitive Neuroscience,"Introduction to the neural basis of human perceptual, motor, and cognitive abilities. Topics include sensory perception, motor control, memory, language, attention, emotion, frontal lobe function, functional brain imaging, and neuropsychological disorders.",PSYCH,4.247931821970355,medium
EARTHSS148,3.491279069767442,10.0,344.0,Marine Ecosystems and Global Change,"Presents an overview of marine ecosystem structure, diversity, and processes in the context of global change, including the impacts of climate warming, ocean acidification, marine fisheries, and anthropogenic additions of nutrients and pollutants.",EARTHSS,3.208507638254503,medium
CBE120A,2.9054726368159205,7.0,402.0,Momentum Transfer,"Fluid statics, surface tension, Newton's law of viscosity, non-Newtonian and complex flows, momentum equations, laminar and turbulent flow, velocity profiles, flow in pipes and around objects, piping systems design, pumps and mixing, and other applications to chemical and related industries.",CBE,5.764131760462885,hard
PUBHLTH158,3.06,4.0,300.0,Sociology of Mental Health,"Examines the social causes, consequences, and patterns of mental health and illness. Students learn a sociological perspective on mental health, mental illness or disorder, and medicine/health care, ranging from social definitions, roles, and interactions to societal stratification and international patterns.",PUBHLTH,5.089994648473931,hard
PERSIAN1C,3.9375,3.0,48.0,Fundamentals in Persian,"Designed for students with little or no exposure to Persian. Students learn the modern writing system and grammar of Persian. Facilitates basic reading, writing, and speaking skills and fosters college-level literacy in Persian culture.",PERSIAN,1.2618356507330555,easy
PHYSICS20D,3.2260711030082043,10.0,1097.0,Space Science,"Space exploration. Human missions to the moon, Mars, and beyond. Space stations, observatories, and deep-space probes. Robots and drones on distant worlds. Propulsion mechanisms, rockets, space flight, and the dangers of solar radiation.",PHYSICS,4.365497113151299,medium
INTLST13,2.715258855585831,35.0,1468.0,Global Economy,Acquaints students with the fundamental patterns of the global economy. Emphasizes the historical roots and political implications of economic choices.,INTL ST,6.593953524691125,hard
EARTHSS180,3.4988179669030735,5.0,423.0,Environmental Sustainability I,"Provides an introduction to sustainability from different points of view; historical, scientific, political, ethical, and economic.",EARTHSS,3.1756186389350614,medium
MATH107,3.0375,4.0,80.0,Numerical Differential Equations,Theory and applications of numerical methods to initial and boundary-value problems for ordinary and partial differential equations.,MATH,5.188152571492928,hard
PHYSICS20E,3.3731629392971247,21.0,3130.0,Life in the Universe,"An overview of the scientific quest to discover life elsewhere in the universe. Topics include the origin of life on Earth, Mars, extra-solar planets, interstellar travel, and extra-terrestrial intelligence.",PHYSICS,3.7237980401214896,medium
ECON140E,3.2535211267605635,3.0,71.0,Health Economics,"Builds off of economic theory to explore topics in health economics including health care demand, health insurance markets, the supply of health care, and examine health care policy.",ECON,4.245744343446691,medium
DANCE132B,3.472772277227723,16.0,404.0,Studio Workshop in Ballet II,Intermediate ballet and beginning pointe work; principles of classical ballet with an emphasis on technique.,DANCE,3.2892448968074937,medium
ITALIAN150,3.472049689440994,8.0,161.0,Topics in Italian Literature and Culture,"Major themes, periods, and/or movements in Italian literature and culture. Taught in English.",ITALIAN,3.292397239756126,medium
ENGRCEE151A,2.382623224728488,12.0,1197.0,Structural Analysis,Fundamentals of structural analysis and loading. Deformation of statically determinate and indeterminate structures. Influence lines. Structural systems.,ENGRCEE,8.04510119789426,hard
PUBHLTH126,3.7828054298642537,8.0,663.0,Public Health Law: Fundamentals in Action,"Addresses the relationship of U.S. public health law to health systems at the individual and population levels. Examines legislative and judicial concepts and how they are applied to disease prevention strategies, health services, management, and policy.",PUBHLTH,1.9367022154815614,easy
I&CSCI61,3.524609843937575,8.0,833.0,Game Design Fundamentals,Explore the fundamentals of game design through the design and play of simple analog game systems. Students explore the principles and usage of game design elements through hands-on projects emphasizing iteration and playtesting in a creative game design community.,I&C SCI,3.0630996575809273,medium
MATH195W,3.4545454545454546,12.0,209.0,Mathematical Writing,"Techniques of mathematical writing and communication. Covers effectively writing mathematical papers, creating effective presentations, and communicating mathematics in a variety of media. Focuses on utilizing LaTeX for typesetting mathematics.",MATH,3.3687607660398053,medium
ART121B,3.728155339805826,5.0,103.0,Afro-Futurism II,"Second of a two-part course on the futuristic artistic visions of Black film, video, and cyberspace. Deals with modern techno-culture, digital activism, and designing technology based on African aesthetic principles of contemporary Hip Hop International Culture.",ART,2.175117296945402,easy
MATH176,3.181540808543097,21.0,1311.0,Mathematics of Finance,"After reviewing tools from probability, statistics, and elementary differential and partial differential equations, concepts such as hedging, arbitrage, Puts, Calls, the design of portfolios, the derivation and solution of the Blac-Scholes, and other equations are discussed.",MATH,4.559763833867711,medium
ARTHIS103,3.4,6.0,140.0,Studies in Greek Art,"Topics in Greek art, architecture, and topography from the Prehistoric period through the end of the fourth century B.C.E.",ART HIS,3.60671936729798,medium
EDUC145,3.861723446893788,11.0,499.0,Theories and Pedagogies of Race in Education,Introduces theoretical frameworks to examine the role of race in American education. Emphasis is placed on introducing students to different race and ethnicity paradigms.,EDUC,1.592416498130587,easy
SOCIOL173W,3.298245614035088,5.0,171.0,Social Inequality,"Sources, functions, and dynamics of the unequal distribution of wealth, prestige, knowledge, and power in American and other societies.",SOCIOL,4.050630442159717,medium
PUBHLTH120,3.680247550283651,10.0,1939.0,Nutrition and Global Health,"Global issues related to nutrition and public health. Evaluation of nutritional risk factors associated with the development of chronic diseases and the role of nutritional medicine in prevention. Topics include food safety, communicable diseases, supplements, and regulatory issues.",PUBHLTH,2.384118590986643,medium
BIOSCID132,3.4652956298200515,12.0,1167.0,Introduction to Precision Medicine,"Introduction to the use of genomic techniques for the study of individual genomes and transcriptomes in healthy and diseased samples. Covers GWAS, current sequencing techniques, cancer genomics, and biomarker discovery.",BIO SCI,3.3218623270600447,medium
CHC/LAT102W,3.429718875502008,11.0,249.0,Chicano/Latino Research Seminar,"Taught as a writing and research seminar in Chicano/Latino Studies. Student develops own project; engages in peer editing; drafts, writes, and presents paper at Spring research conference. Prior course work in Chicano/Latino Studies helpful, i.e., CHC/LAT 61, 62, 63.",CHC/LAT,3.4770685631318794,medium
EECS112L,3.3661616161616164,19.0,1980.0,Organization of Digital Computers Laboratory,"Specification and implementation of a processor-based system using a hardware description language such as VHDL. Hands-on experience with design tools including simulation, synthesis, and evaluation using testbenches.",EECS,3.7543418328933273,medium
COGS108,3.7358490566037736,4.0,159.0,Neural Analytics,"Introduces the theoretical foundations and practical applications of neural data analysis. Topics include models of neural signals, neural time series analysis, and machine learning applications in cognitive neuroscience.",COGS,2.141552885337272,easy
EARTHSS141,3.7,3.0,100.0,Air Quality Management,"Fundamental science and terminology of regional air quality issues and developing and implementing the strategies used to prevent and mitigate air pollution impacts. Topics include setting regional air quality goals, applying measurements and numerical models, cost/benefits analysis, evaluation and enforcement.",EARTHSS,2.297947060378021,medium
INTLST17,3.740740740740741,16.0,1053.0,Global Environmental Issues,"Examines problems such as global climate change, growing human populations, fisheries depletion, ocean acidification, biodiversity loss, deforestation, and food security. Introduces political, social, and economic factors contributing to environmental issues and their disproportional impacts on the world’s poor and minorities.",INTL ST,2.1202125495617308,easy
PSYBEH193F,3.247058823529412,3.0,85.0,Family Law,"Examines legal issues surrounding marriage, cohabitation, divorce, child custody and support, adoption, and the rights of parents and children in the family context. The findings of social science research are used to illuminate the legal issues.",PSY BEH,4.273936621806191,medium
ENGRMAE171,3.1466666666666665,4.0,150.0,Digital Control Systems,"Methods for analysis and design of discrete-time control systems. Z-transforms, difference equations, discrete Fourier transforms. Sampling theorem and applications. Z-plane stability, frequency response. Digital controller design. Introduction to digital filters.",ENGRMAE,4.711904870919278,medium
BIOSCI99,2.984061148308349,69.0,16877.0,Molecular Biology,Biochemistry and replication of nucleic acids; molecular genetics; protein biosynthesis; genetic code; regulation of expression of genetic information; biochemical evolution.,BIO SCI,5.421283535518381,hard
MGMT127,3.8151898734177214,4.0,395.0,Business Ethics,Comprehensive introduction to ethical considerations in business with a focus on awareness to the complexity of ethical decision-making and how to make choices from a standpoint of ethical consciousness.,MGMT,1.7954226724889246,easy
PHYSCI5,3.665644171779141,19.0,326.0,California Teach 1: Introduction to Science and Mathematics Teaching,"First in a series for students interested in becoming middle or high school teachers of mathematics or science. Students gain an understanding of effective, research-based teaching strategies. Includes supervised field experience in a K-12 classroom.",PHY SCI,2.4478269155672194,medium
ARTHIS162C,3.2565789473684212,5.0,152.0,Contemporary Japan,"Study of various media of Japanese art from the time of war defeat in 1945 until the present. Topics include artists' responses to the nuclear bomb, the aesthetics of the ""economic miracle,"" avant-garde groups, manga, and innovations in architecture.",ART HIS,4.2324043736763794,medium
JAPANSE3B,3.261363636363636,9.0,176.0,Advanced Japanese,"Students are taught to conceptualize in Japanese as they learn to understand, read, write, and speak. Authentic Japanese texts are used. Approximately 360 kanji (Chinese characters) in addition to the 270 characters learned in 1A-B-C and 2A-B-C are introduced.",JAPANSE,4.211530812162508,medium
ANTHRO151A,3.4545454545454546,3.0,77.0,"Improvisation, Language, and Culture","Addresses improvisation, both in performance and in everyday life. Examines improvisation as the ""flexible regulation"" of everyday behavior by exploring different scholarly treatments of language and interaction, and working on developing actual theatrical improvisation skills.",ANTHRO,3.3687607660398053,medium
ENGLISH102C,3.398530762167126,54.0,2178.0,Topics in Romantic and 19th-Century Literature,"Studies of works representative of Romantic and 19th-century literature in English, with attention to literary history, treating at a minimum more than one author and more than one genre.",ENGLISH,3.6131290265911282,medium
ARTHIS42D,3.345029239766082,4.0,171.0,History of Asian Art: Arts of Islam,"Examines past and present Islamic art, spanning 1,500 years and extending from the Americas through Indonesia. Themes include Islam as a globalizing force, the definition of ""Islamic,"" and the competing roles of religion and politics in making art.",ART HIS,3.8465333962462758,medium
BME121,2.9107806691449816,13.0,1345.0,Quantitative Physiology: Organ Transport Systems,"A quantitative and systems approach to understanding physiological systems. Systems covered include the cardiopulmonary, circulatory, and renal systems.",BME,5.740975074741181,hard
MGMT138,3.5485477178423235,18.0,1205.0,Auditing,"An introduction to auditing practice with emphasis on the verification of financial statements and related information. Topics include professional ethics, assessment of audit risk, study and evaluation of internal control, gathering and evaluating audit evidence, and audit reporting.",MGMT,2.958668902737337,medium
ARABIC51,3.948186528497409,6.0,193.0,Introduction to the Koran,"An introduction to understanding the Koran and its significance to Muslim life, culture, and history. An overview of scholarly traditions related to the Koran, and its critics. Close readings of the Koran in English translation.",ARABIC,1.215214875551322,easy
PHYSICS138,2.9289940828402368,7.0,169.0,Astrophysics of Galaxies,"Introduction to the solar neighborhood, Milky Way, and other galaxies. Interstellar medium. Star formation. Stellar populations. Evolution of spiral, elliptical, and irregular galaxies. Supermassive black holes, quasars, and active galaxies. Galaxies as probes of the expansion rate of the Universe.",PHYSICS,5.661517703211758,hard
EAS126,3.5976331360946747,5.0,169.0,Topics in East Asian Linguistics,"In-depth examination of selected topics in the linguistics of East Asian languages, including Chinese, Japanese, Korean, and Vietnamese.",EAS,2.7445301157964686,medium
ART12C,3.0502793296089385,3.0,179.0,Intelligences of Arts,"Introduces contemporary neuroscience and new approaches to cognition – embodied, enactive, extended, situated, distributed. Reviews the history of related ethological, biological, psychological, technological, and philosophical traditions. Considers arts and cultural practices from these and other perspectives, and considers case studies.",ART,5.132401795848992,hard
MGMT191W,3.6934959349593495,50.0,3690.0,Business Communication,"Provides students with a solid foundation in business communication. Emphasis is placed on improving students' written and oral communication skills to help them succeed in (1) upper-division Business Administration courses, (2) graduate school, and (3) work and career activities.",MGMT,2.3263215277367206,medium
EARTHSS1,2.9722222222222223,25.0,5868.0,Introduction to Earth System Science,"Covers the origin and evolution of the Earth, its atmosphere, and oceans, from the perspective of biogeochemical cycles, energy use, and human impacts on the Earth system.",EARTHSS,5.472931730869029,hard
PSCI173S,3.526190476190476,6.0,2100.0,Social Relationships,"Examines major issues, concepts, and methods in the scientific study of social relationships. Topics include relationship formation and dissolution, friendships and love relationships, loneliness, bereavement, societal influences on close relationships, significance of close relationships for health and well-being.",PSCI,3.0562040318475217,medium
CHEM1P,2.505276225946617,10.0,1611.0,Preparation for General Chemistry ,"Units of measurement, dimensional analysis, significant figures; elementary concepts of volume, mass, force, pressure, energy, density, temperature, heat, work; fundamentals of atomic and molecular structure; the mole concept, stoichiometry; properties of the states of matter; gas laws; solutions concentrations.",CHEM,7.51001836004457,hard
HUMANH1AS,3.637225042301184,170.0,2955.0,Humanities Core Writing: Honors,"For Campuswide Honors students exploring the ideas presented in the companion lecture course and illustrated in the literary, historical, philosophical, and media works assigned.",HUMAN,2.571807481058963,medium
BIOSCI9A,3.638132295719844,6.0,257.0,Nutrition Science,"An introduction to nutrition science, integrating concepts from biology, biochemistry, microbiology, physiology, and psychology to explain the interaction between nutrients and the human body. Biological basis of nutrient standards is analyzed. Effects of nutrition, behavior, exercises on health/disease.",BIO SCI,2.5678495205599607,medium
ASIANAM151D,3.736,5.0,125.0,Vietnamese American Studies,"Studies the resettlement of Vietnamese in the United States following their exodus from Southeast Asia. Topics include the Vietnam War, the 1975 evacuation, boat and land refugees, the shaping of Vietnamese communities, and Vietnamese American literature.",ASIANAM,2.140894383547626,easy
ENGRCEE163,3.224,11.0,375.0,Wastewater Treatment Process Design,"Design of biological treatment processes. Topics include attached and suspended growth, aeration, anaerobic systems, process control, and economics. Design projects included. Materials Fee",ENGRCEE,4.3745324540243535,medium
ASIANAM111,3.39622641509434,3.0,53.0,Asian American History,Introduction to important themes in the history of people of Asian ancestry in the United States from the nineteenth century to the present.,ASIANAM,3.6231819120391084,medium
ART170,3.74,6.0,100.0,Advanced Projects,"Students working in different mediums focus on ambitious research, planning, development, and experimentation, leading to a single work or focused series that is large in scope. The project is exhibited and documented at the end of the quarter. Materials Fee",ART,2.123444086122027,easy
PSYBEH185S,3.3689320388349513,3.0,927.0,Industrial-Organizational Psychology,"Examines the application of social psychology to organizational settings. Topics include motivation of workers, group decision-making, leadership styles, career management, and organizational development.",PSY BEH,3.7422556579822475,medium
ARTHIS145C,3.698863636363636,7.0,176.0,Topics in the History of Modern and Contemporary Architecture,"Varying topics from the late eighteenth century to the present. Architecture and related design practices are studied in relation to social, aesthetic, technological, and political questions.",ART HIS,2.3029045312375693,medium
SOCECOL10,3.453685492179451,62.0,10677.0,Research Design,"An introduction to the logic behind and methods of designing and conducting research studies in Social Ecology. Topics include how to measure variables of interest, identifying causal relationships, sampling, survey research methods, experiments, quasi-experimental designs, and ethics in research.",SOCECOL,3.3725124158052013,medium
EAS110,3.2938931297709924,11.0,262.0,Topics in Chinese Literature and Society,Studies in Chinese texts in their social and cultural context(s). Conducted in English.,EAS,4.069618478396896,medium
GERMAN1C,3.4696969696969697,11.0,198.0,Fundamentals of German,"Emphasizes the development of meaningful communicative skills in German for the purposes of interaction with German speakers and beginning study of German. With a learner-centered approach, students develop speaking, listening, reading, writing, and cultural skills and knowledge.",GERMAN,3.3026611545792015,medium
DANCE142C,3.824324324324324,11.0,370.0,Studio Workshop in Modern/Contemporary II,"Introduction to the principles of motion, including the use of breath, gravity, spatial awareness, and time values.",DANCE,1.7555729512039862,easy
BIOSCI38,2.9980516317584023,20.0,2053.0,Mind and Memory,"Introduction to neural mechanisms underlying learning and memory. Emphasis on molecular changes that mediate memory as well as structures involved in different forms of memory. Additionally, examines the biology of memory phenomena, from extraordinary memory to false memory to amnesia.",BIO SCI,5.360249011185541,hard
CBE40A,2.539855072463768,7.0,552.0,Chemical Processes and Material Balances,"Introduction to chemical engineering and the industries where chemical engineers play vital roles. Problem-solving skills and techniques. Quantitative calculations and applications using mass and energy balances. Stoichiometric equations, multiple bypasses, and others in process industries.",CBE,7.35916557095496,hard
CHEM127,3.1833910034602075,13.0,578.0,Inorganic Chemistry II,"Advanced treatment of selected fundamental topics in inorganic chemistry, building on material presented in Chemistry 107. Molecular symmetry with applications to electronic structure and spectroscopy. Reaction kinetics and mechanisms; inorganic synthesis and catalysis; bioinorganic chemistry.",CHEM,4.551692220967984,medium
CSE141,2.68944099378882,5.0,161.0,Concepts in Programming Languages I,"In-depth study of several contemporary programming languages stressing variety in data structures, operations, notation, and control. Examination of different programming paradigms, such as logic programming, functional programming and object-oriented programming; implementation strategies, programming environments, and programming style.",CSE,6.706585866503842,hard
HUMAN1A,3.441152178401817,105.0,9686.0,Humanities Core Lecture,"Through a range of cultural traditions and an interdisciplinary approach to works of literature, history, philosophy, and contemporary media, students are introduced to the humanities.",HUMAN,3.4271899290922203,medium
EUROST12,3.155656795747912,18.0,1317.0,What is the Origin of Language?,Teaches symbol-based logic and universal grammar in human language as tools to investigate the origin of language. Does language originate with reason? Is language inherently universal or diverse? Does it begin as something literal or figurative?,EURO ST,4.672684764328711,medium
CHINESE1B,3.5217391304347827,16.0,299.0,Fundamental Mandarin Chinese,"Natural approach emphasizing four fundamental skills: listening, speaking, reading and writing. Specifically designed for students with no previous experience in any dialect of Chinese. Conducted in Mandarin Chinese using the Pinyin system of Romanization, traditional and simplified Chinese characters.",CHINESE,3.075623358692779,medium
SOCSCI164D,3.834449178332319,25.0,3286.0,Juvenile Gangs,"Examines risk factors that can be used to predict gang membership. Compares generational with non-generational gangs and develops a working sociological definition that can be used to identify street gangs. Myths about juveniles, street gangs.",SOC SCI,1.711402522746416,easy
ENGRMAE175,3.073232323232323,12.0,1188.0,Dynamics and Control of Aerospace Vehicles,"Equations of motion, linearization, stability derivatives, and longitudinal and lateral modes of motion. Handling qualities, sensors and actuators, and effects of various feedbacks on stability and performance. Stability augmentation. Autopilot design.",ENGRMAE,5.032267654465005,hard
ARTHIS121,3.2804878048780486,6.0,164.0,Studies in Southern Renaissance Art,"Selected topics determined by individual faculty members exploring historical developments and individual artists of the fifteenth and sixteenth centuries in Italy and Spain. Examples: Renaissance Venice, Age of Michelangelo.",ART HIS,4.128100205014061,medium
I&CSCI163,3.582608695652174,9.0,460.0,Mobile and Ubiquitous Games,"Design and technology of mobile games, including mixed reality gaming, urban games, and locative media. Case studies of significant systems. Uses and limitations of location-based technologies. Infrastructures and their relationships to gameplay and design.",I&C SCI,2.8100753543901784,medium
UPPP170,3.4425675675675675,9.0,296.0,Health Policy,"Considers social and economic aspects of health and disease in the United States. What are the proper roles of the individual, community, and government in improving health and health care? International comparisons will be made wherever possible.",UPPP,3.4210151886133913,medium
EECS199,3.98001998001998,32.0,1001.0,Individual Study,"For undergraduate Engineering majors in supervised but independent reading, research, or design. Students taking Individual study for design credit are to submit a written paper to the instructor and to the Undergraduate Student Affairs Office in the School of Engineering.",EECS,1.0763390762632572,easy
PSYCH10A,3.0869565217391304,12.0,1679.0,Exploratory Data Analysis,"Learn multiple ways of visualizing data, of transforming data, looking for consistencies and patterns in data, and interpreting these patterns to reach conclusions. Serves as first introduction to computer programming using the R language.",PSYCH,4.972394817997066,hard
MUSIC16B,3.195195195195195,12.0,333.0,Music Theory,"Introduction to phrase structure. Part-writing and harmonization with predominants, linear dominants, 6/4 embellishing chords, leading-tone and other diatonic seventh chords. Advanced meters and rhythmic-metric dissonance. Diatonic sequence. Introduction to tonicization and modulation through motion to V and III.",MUSIC,4.5001955568069,medium
CRM/LAWC144,3.1570552147239264,8.0,815.0,Criminal Law,"Deals specifically with the substantive nature of criminal law and its historical development. Focuses on understanding the development of fundamental doctrinal principles upon which criminal law is based, including mens rea, actus reus, homicide, causation, group criminality, and exculpation.",CRM/LAW,4.666584057564448,medium
ARTHIS140B,3.5118110236220472,8.0,254.0,Topics in Contemporary Art,"Selected topics exploring artistic movements, artists, and/or issues in contemporary art from 1945 to the present. Examples include Junk Art, Countercultures, Art and Politics Now. Works of art are studied as cultural, social, and political practices.",ART HIS,3.1189354628816175,medium
CRM/LAWC175,3.478962536023055,12.0,1735.0,Issues in Policing,"Lectures and readings focus on the history and strategies of policing, measuring the quality of policing, and police misconduct. Strategies for enhancing the quality of policing for controlling misconduct are covered.",CRM/LAW,3.2622394325274997,medium
ART150C,3.878338278931751,17.0,337.0,Advanced Drawing ,Advanced studio problems in visual exploration. Students pursue individual solutions to self-defined and presubscribed projects. Techniques/materials are individual choice. Continual analysis of the personal process.,ART,1.5199330579458803,easy
SOCSCI189,3.753308449270445,140.0,5894.0,Special Topics in Social Sciences,Studies in selected areas of social sciences. Topics addressed vary each quarter.,SOC SCI,2.065384986611336,easy
GEN&SEX170,3.6595744680851063,4.0,94.0,"Topics in Gender, Feminism, Literature, and Language","Topics cover issues in language and literature which relate to women or gender, or which are taught from a feminist methodological perspective.",GEN&SEX,2.4743064492537608,medium
PHYSICS145,3.3797468354430378,3.0,79.0,High-Energy Astrophysics,"Production of radiation by high-energy particles, white dwarfs, neutron stars, and black holes. Evolution of galactic nuclei, radio galaxies, quasars, and pulsars. Cosmic rays and the cosmic background radiation.",PHYSICS,3.695075303630129,medium
BME60C,3.2785258681785967,11.0,1411.0,Engineering Analysis/Design: Computer-Aided Design,Introduction to SolidWorks and Computer-Aided Design software; design; analysis; rapid prototyping; visualization and presentation; manufacturing planning. Materials Fee,BME,4.136659299747969,medium
SOCIOL172,2.992957746478873,3.0,142.0,Revolution and Social Transformation in China,Introduces the major political events in Mao’s communist revolution and the social transformations afterward. Helps students understand the historic and political landscape from which China is now departing.,SOCIOL,5.382471464480457,hard
GLBLCLT191,3.42,3.0,50.0,Senior Seminar:Topics in Global Cultures,"Students explore a topic(s) concerning processes and/or problems of globalization from an interdisciplinary perspective and build on their critical and analytical skills when investigating cultural and other phenomena that cut across national borders. Research assignments, class presentations, final seminar paper.",GLBLCLT,3.519467880169983,medium
CHC/LAT183,3.827648114901257,18.0,557.0,Multicultural Education in K-12 Schools,Provides a theoretical and empirical overview of educational issues affecting low-income immigrant and U.S. born minority student populations in an increasingly diverse and changing society.,CHC/LAT,1.7410726676670158,easy
PUBHLTH168,3.7744063324538257,13.0,758.0,Nuclear Environments,"Understanding the impact of the nuclear age on the environment and human health through interrelated developments of nuclear power and nuclear weapons. The early years of weapon development, catastrophic environmental pollution, perils of nuclear power in the U.S. and Russia.",PUBHLTH,1.9733439024611992,easy
PSYCH150,3.325493171471927,10.0,1318.0,Psychology of Language,"Examines language using the tools of experimental psychology. From sounds to words to spoken and written sentences, explores how language is used in real time, and how its use reveals how it is represented in the mind.",PSYCH,3.9317609468112313,medium
PSYCH10C,3.497584541062802,16.0,1449.0,Statistical Models,"Students learn about standard procedures in statistics for the social sciences, with a focus on linear models for discovering the underlying structure in data. Applications in R.",PSYCH,3.1809995508763507,medium
ENGRMAE120,2.9557636422344205,32.0,3097.0,Heat and Mass Transfer,"Fundamentals of heat and mass transfer. Conduction, heat and mass transfer by convection in laminar flow, radiation heat transfer, and combined modes of heat and mass transfer. Practical engineering applications.",ENGRMAE,5.544733509866569,hard
ENGLISH8,3.471059661620659,19.0,1123.0,Multicultural American Literature,"Writings from at least two historically underrepresented groups in California and the United States with particular attention to historical conditions of literary production. Considers in-depth how literary works relate to racial constructions, economic conditions, and/or social movements.",ENGLISH,3.296716309737241,medium
EECS182,3.010752688172043,11.0,372.0,Monolithic Microwave Integrated Circuit (MMIC) Analysis and Design,"Design of microwave amplifiers including low-noise amplifiers, multiple stage amplifiers, power amplifiers, and introduction to broadband amplifiers. The goal is to provide the basic knowledge for the design of microwave amplifiers ranging from wireless system to radar system.",EECS,5.304839708176204,hard
CRM/LAWC100,3.623170221664576,65.0,7173.0,"Special Topics in Criminology, Law and Society",Course content varies with interest of the instructor.,CRM/LAW,2.633122681152028,medium
CBE130,2.8979591836734695,3.0,147.0,Separation Processes,"Application of equilibria and mass and energy balances for design of separation processes. Use of equilibrium laws for design of distillation, absorption, stripping, and extraction equipment. Design of multicomponent separators.",CBE,5.796909758470153,hard
SOCECOL199,3.980713596914176,45.0,1037.0,Special Studies,Special Studies with Social Ecology faculty.,SOCECOL,1.0733131209874711,easy
CBEMS160,3.090909090909091,5.0,132.0,Advanced Lab in Synthesis of Materials,"Synthesis and characterization of organic and inorganic materials including polymers and oxides. Techniques include electron and scanning probe microscopy, gel permeation chromatography, X-ray diffraction, porosimetry, and thermal analysis. Materials fee.",CBEMS,4.9551514410943,medium
CHEM107,2.91146149181322,12.0,1649.0,Inorganic Chemistry,"Introduction to modern inorganic chemistry. Principles of structure, bonding, and chemical reactivity with application to compounds of the main group and transition elements, including organometallic chemistry.",CHEM,5.738004935227468,hard
MATH180A,2.8734353268428374,19.0,719.0,Number Theory I,"Introduction to number theory and applications. Divisibility, prime numbers, factorization. Arithmetic functions. Congruences. Quadratic residue. Diophantine equations. Introduction to cryptography.",MATH,5.903896907399489,hard
INTLST106A,3.287878787878788,4.0,264.0,Global Political Ecology,"Introduction to political ecology and critical analysis of the global scale and globalization. Topics include current and historical climate change, fossil fuels, international trade and investment, soil erosion and pollution, deforestation, waste, ocean ecology, water crisis, wars, revolutions, and refugees.",INTL ST,4.0958564921064475,medium
ARTHIS185,3.5084745762711864,5.0,118.0,Topics in Visual Studies,Interdisciplinary topics on the cultural analysis of visual artifacts and practices.,ART HIS,3.1334909625359613,medium
PSYBEH184S,3.577284372331341,4.0,1171.0,Positive Psychology,The field of positive psychology focuses on what is right and positive about people and institutions. Course introduces findings associated with human strengths and positive emotions and provides clinical and personal applications and implications.,PSY BEH,2.8333031107748265,medium
EDUC151,3.4603421461897357,19.0,643.0,Language and Literacy,"Addresses the linguistic principles and processes that underlie oral and written language proficiency. Emphasis is on how to use phonology, morphology, orthography, semantics, syntax, and pragmatics to support literacy and oral language development for K-12 students.",EDUC,3.3434722677205073,medium
CBE40B,2.8373626373626375,7.0,455.0,Process Thermodynamics,"Principles of thermodynamics: definitions, basic concepts, and laws; property relationships; construction of thermodynamic charts and tables; energy balances; phase and chemical equilibria; combined mass and energy balances.",CBE,6.061266697492185,hard
MUSIC15B,2.9365079365079363,10.0,189.0,Musicianship II,"Interval and chord quality identification, melodic and harmonic dictation, tonal and chromatic sight-singing, and rhythmic reading and dictation.",MUSIC,5.628737957883311,hard
PSYBEH11C,2.85184287099903,23.0,4124.0,Psychology Fundamentals,"Designed to provide freshman with an in-depth survey of general psychology. Topics include biological bases of behavior, sensation, perception, cognition, development, personality, psychopathology, and social psychology.",PSY BEH,5.998095601555379,hard
ART138,3.7658227848101262,8.0,158.0,Place Making and Public Art,"How do art interventions in public spaces inform our definition of ""place"" and develop culturally informed audiences? Students will engage in class projects and group investigations that question the traditional and institutional conceptual boundaries of exhibition/distribution.",ART,2.010790267298539,easy
ARTHIS110,3.372549019607843,4.0,102.0,Studies in Medieval Art,"Specialized topics in Medieval art and architecture in Europe, the Mediterranean area, and the Near East between the fourth and fifteenth centuries. Examples: the Art of the Migration Period, Medieval City.",ART HIS,3.726476310414838,medium
SOCSCI119,3.653061224489796,3.0,49.0,Special Topics in Geography,Studies in selected areas of geography. Topics addressed vary each quarter.,SOC SCI,2.502720958739647,medium
ANTHRO136B,3.3890339425587466,6.0,383.0,History of Anthropological Theory,"Provides foundational knowledge in the discipline of anthropology by reviewing competing approaches in anthropological theory, from the 19th century to the present. Covers historically fundamental approaches—social evolutionism, functionalism—and recent movements such as feminism, cultural studies, poststructuralism, and postmodernism.",ANTHRO,3.6545596082819993,medium
ENGRCEE166,3.882978723404255,3.0,94.0,Microbial Processes for Bioremediation,"Fundamental knowledge on microbiology, organic chemistry, biodegradability and persistence, reaction kinetics, and contaminant transport of water and soil remediation of organic contaminants under aerobic and anaerobic conditions. Overview of Environmental Law and Superfund. Design project of bioremediation for contaminated site.",ENGRCEE,1.4996887738878355,easy
MUSIC171,3.925189393939394,35.0,1056.0,Chamber Singers,A select ensemble specializing in vocal chamber music from all periods. Frequent performances on and off campus. Membership is open to all singers by audition. Materials Fee,MUSIC,1.3155415850447958,easy
PSYCH14M,3.3206997084548107,4.0,343.0,MATLAB Programming,"MATLAB is a mathematical software package for solving quantitative problems often encountered in experimental psychology. Topics include rudiments of programming, statistical analysis of data, matrix algebra, signal processing, graphic visualization, and simulated models of cognitive and perceptual processes.",PSYCH,3.952672785648055,medium
